Unnamed: 0,author,creation_date,expiry,last_reply,parent_category,price,replies,saving,source,thread_category,title,views,votes
15,cpfan,"jul 8th, 2020 12:09 pm","july 14, 2020","jul 8th, 2020 6:58 pm",computers & electronics,9.99,3,50% off,staples,home theatre & audio,basic tech bluetooth earbuds $10 in-store ymmv,1658,2
16,coopercold,"jun 26th, 2020 12:50 pm","august 15, 2020","jul 8th, 2020 6:42 pm",beauty & wellness,5.97,13,_nan_,walmart,groceries,pringles / pringles groovz - get 3 cans for $1.91 (or 64¢ each) w/c51 cashback,5218,15
17,oj777,"jul 7th, 2020 7:34 pm",_nan_,"jul 8th, 2020 6:08 pm",home & garden,_nan_,15,_nan_,walmart,beauty & wellness,oral-b crossaction electric toothbrush replacement brush head refills (3 pack) $16 ymmv clearance!,3699,2
18,bosschan,"jul 8th, 2020 4:50 pm",_nan_,"jul 8th, 2020 5:44 pm",computers & electronics,107.65,2,_nan_,amazon.ca,peripherals & accessories,logitech c922x pro stream webcam 1080p,1850,-2
19,ferny111,"jul 8th, 2020 1:52 pm","september 7, 2020","jul 8th, 2020 5:12 pm",restaurants,$1.00,5,50-70%,call it spring,apparel,50-70% off select styles + 2% cb & fs,1341,-1
20,scibuf,"jun 24th, 2020 8:26 pm",_nan_,"jul 8th, 2020 4:58 pm",home & garden,98.00,46,_nan_,home depot,home improvement & tools,"makita 18v 1/2"" drill/driver brushless $98.00 (stockyards-tor) ymmv",15441,15
21,chingyul,"jul 7th, 2020 11:40 am","august 4, 2020","jul 8th, 2020 4:29 pm",computers & electronics,42,20,_nan_,amazon.ca,peripherals & accessories,anker powercore 10000 pd - $42,4029,2
22,airartaura,"jul 8th, 2020 3:54 pm","october 1, 2020","jul 8th, 2020 3:54 pm",entertainment,1.99,0,93%,perfectlens.ca,"books, music, movies, magazines",(amazon - kindle store) mastery ebook by robert greene - $1.99,663,1
23,rb,"jul 6th, 2020 8:28 am","july 19, 2020","jul 8th, 2020 3:49 pm",restaurants,free,9,40%,the bay,fast food,a&w free hash brown with egger (with a&w app),4054,1
24,byzantium,"jul 7th, 2020 10:36 pm","july 3, 2020","jul 8th, 2020 3:49 pm",restaurants,$89,19,40%,the bay,home & garden,kitchenaid long slot 4-slice toaster $89 (empire red colour),3454,5
25,anthonysanjuan,"jul 7th, 2020 11:01 pm","june 30, 2020","jul 8th, 2020 3:36 pm",automotive,41.99,9,30%,amazon.ca,other,"anker powercore 10000 pd redux, 10000mah portable charger usb-c power delivery (18w) power bank - $41.99",2667,2
26,pman113,"jul 6th, 2020 9:32 pm",_nan_,"jul 8th, 2020 3:08 pm",entertainment,7.48,20,_nan_,walmart,home & garden,4 way adjustable oscillating sprinkler $7.48 online only,6927,16
27,muppetslayer,"jul 7th, 2020 9:07 pm",_nan_,"jul 8th, 2020 2:47 pm",home & garden,$49,10,- $9.00,amazon.ca,home & garden,mr. clean magic eraser original $1.49 add-on item,2932,0
28,mattdominic,"jul 8th, 2020 12:15 pm","july 15, 2020","jul 8th, 2020 2:34 pm",computers & electronics,1799.99,3,_nan_,best buy,televisions,"bestbuy sony 65"" 4k uhd hdr led android smart tv (xbr65x950g) - open box ($1,799.99)",1448,-2
29,andygps,"jun 19th, 2020 12:01 pm","july 22, 2020","jul 8th, 2020 2:16 pm",home & garden,134,106,44%,home depot,home improvement & tools,ryobi 18v one+ lithium-ion cordless combo kit (4-tool) w/ (2) compact batteries - $134,33586,39
0,routeunknown,"jul 7th, 2020 6:32 am","july 3, 2020","jul 8th, 2020 2:08 pm",apparel,$12.99,20,45%,the bay,men's apparel,[warm] new balance socks 6 pack $12.99 @ the bay,4900,12
1,toguy,"may 28th, 2020 3:38 pm","august 2, 2020","jul 8th, 2020 1:40 pm",restaurants,134.99,20,$35,new york fries,fast food,harvey's original or veggie burger - $3 / 2 for $6 [via app only],8213,14
2,bird,"jul 7th, 2020 6:18 pm",_nan_,"jul 8th, 2020 1:12 pm",computers & electronics,$132.54,11,_nan_,amazon.ca,video games,nintendo switch mario kart racing wheel pro deluxe by hori - $132.54,4811,0
3,pinkrose398,"jun 22nd, 2020 1:21 pm","august 15, 2020","jul 8th, 2020 12:57 pm",kids & babies,39.97,58,50,burberry,apparel,burberry sale,20648,21
4,jonick,"jul 8th, 2020 8:14 am","july 9, 2020","jul 8th, 2020 12:57 pm",kids & babies,39.97,3,70$,canadian tire,toys & games,"lucasfilm star wars bb-8 kids' bike, 12-in 39.97$ in store clearance",1712,3
5,kenchau,"jul 8th, 2020 9:15 am","july 31, 2020","jul 8th, 2020 11:38 am",home & garden,199,1,20% off,home depot,home improvement & tools,ryobi 18v one+ 4-tool combo kit (a different one - lots of inventory) - $199,2124,6
6,zumi78878,"jul 6th, 2020 8:39 pm","june 5, 2020","jul 8th, 2020 11:35 am",travel,540,120,$3.50,air canada,flights,"yyz -> japan $540, yvr -> japan $510 non-stop (may 2021)",35732,9
7,carlosf1,"jul 5th, 2020 11:00 am","december 31, 2020","jul 8th, 2020 11:24 am",entertainment,free,53,100%,microsoft,computers & electronics,microsoft announces free digital skill workshops for everyone - free,32144,171
8,throbbingdeal,"jun 1st, 2020 10:15 pm","june 4, 2020","jul 8th, 2020 11:17 am",computers & electronics,723.00,12,$50,leon's,televisions,"hisense 55q8g 55"" qled uhd tv - $723",4231,-6
9,weihui,"jul 7th, 2020 4:39 pm",_nan_,"jul 8th, 2020 11:02 am",home & garden,15.63,8,_nan_,amazon.ca,computers & electronics,$15.63 - aukey usb wall charger with 4-ports 40w / 8a output & foldable plug,3290,-6
10,navapeers,"jun 11th, 2020 3:04 am","september 11, 2020","jul 8th, 2020 10:41 am",computers & electronics,1097.99,212,31% off,samsung,cell phones,"samsung galaxy s20 plus for $1098+tax with perkopolis, venngo, spc",50655,42
11,seanne,"jun 27th, 2020 12:15 pm","july 12, 2020","jul 8th, 2020 10:09 am",computers & electronics,29.96,14,_nan_,the source,home theatre & audio,monster® superstar™ s200 wireless speaker - black 29.96,4577,3
12,blustreak,"jul 7th, 2020 5:09 pm",_nan_,"jul 8th, 2020 8:56 am",home & garden,$158,8,_nan_,home depot,home improvement & tools,warmish (??) deal - ryobi p1936n tool combo - impact wrench + inflator - $158 (online only),2865,0
13,gamzerz,"jul 7th, 2020 12:50 pm",_nan_,"jul 8th, 2020 6:51 am",small business,$10.53,2,46% off,amazon.ca,office supplies,"sakura 50039 6-piece pigma micron-08 ink pen set, 0.50mm, black - $10.53",2713,9
14,freebush,"jul 1st, 2020 7:23 am","july 7, 2020","jul 8th, 2020 1:49 am",entertainment,$147.99,11,$17.00,newegg,computers & electronics,g.skill ripjaws v series 32gb (2 x 16gb) ddr4 3200 desktop memory f4-3200c16d-32gvk $147.99 pm op,3714,11
15,asterisk*,"jul 7th, 2020 3:47 pm","july 9, 2020","jul 8th, 2020 1:48 am",entertainment,$6,7,40%,visions electronics,computers & electronics,kingston usb 3.0 datatraveler 100 g3 - 32 gb (dt100g3/32gbcr) — $6.00,2826,11
16,2riskit,"jul 6th, 2020 3:13 pm","june 26, 2020","jul 8th, 2020 1:20 am",automotive,$4.99,38,65%,princess auto,auto parts & accessories,auto ac refrigerant sale (save upto 40%),7457,5
17,mercadorhg,"jun 25th, 2020 12:40 pm","july 9, 2020","jul 8th, 2020 1:00 am",computers & electronics,0$,214,50,steam,video games,steam summer sale 2020,66708,72
18,jac762,"may 20th, 2020 11:17 am","september 1, 2020","jul 7th, 2020 11:39 pm",home & garden,299,94,$11 off,lee valley,home improvement & tools,kreg 320 pocket-hole kit with clamp $54.50,28359,79
19,happiy,"jun 24th, 2020 12:34 pm","july 10, 2020","jul 7th, 2020 11:31 pm",automotive,99.99,76,55%,london drugs,computers & electronics,logitech hd pro webcam c920s $99.99,19595,22
20,niffler,"jul 6th, 2020 9:02 pm","october 31, 2020","jul 7th, 2020 10:31 pm",travel,9.97,14,64% off,costco,computers & electronics,(ymmv) prime outdoor wifi outlets 2 pack - $9.97,7606,7
21,stovetop,"jul 5th, 2020 7:32 pm",_nan_,"jul 7th, 2020 10:22 pm",home & garden,$75=10gb,40,$75=20gb,dollarama,home & garden,"dollarama deals (july 5, 2020)",19394,88
22,mastermk,"jun 9th, 2020 11:52 am","june 11, 2020","jul 7th, 2020 9:53 pm",home & garden,$23.99,59,60% off,canadian tire,home improvement & tools,skil angle grinder 4 1/2inch $23.99 60% off,16589,31
23,airartaura,"jun 28th, 2020 3:13 pm",_nan_,"jul 7th, 2020 9:45 pm",entertainment,$449,11,40% off,perfectlens.ca,apparel,clearly.ca - 40% off lenses of glasses & sunglasses,3018,4
24,starfox1986,"jul 7th, 2020 10:06 am",_nan_,"jul 7th, 2020 9:09 pm",computers & electronics,$1859,16,$440 off,lenovo canada,computers & tablets/ereaders,"legion 7i 15"" i7 10th gen, 16gbram, 512gb, rtx2060(100w) $1,859.99",3023,-3
25,stevieg,"jun 27th, 2020 12:06 pm","july 9, 2020","jul 7th, 2020 8:31 pm",computers & electronics,10.99,13,50% off,steam,video games,tabletop simulator half price again on steam (10.99 / 33.24 for 4 -pack),5115,6
26,freebush,"jul 7th, 2020 12:59 am","june 30, 2020","jul 7th, 2020 8:09 pm",home & garden,$499.99,9,$30 (15%),canada computers,computers & electronics,nzxt h1 case with 140 watercooler + riser card + 650w sfx-l psu (black)/(white) $499.99,3680,0
27,bigbear604,"jul 6th, 2020 5:59 pm",_nan_,"jul 7th, 2020 7:20 pm",home & garden,18.99,11,41%,amazon.ca,computers & electronics,anker usb c to lightening cable powerline ii+ braided 6ft $18.99,4157,5
28,minimo07,"jul 4th, 2020 7:56 am","may 3, 2020","jul 7th, 2020 6:50 pm",computers & electronics,free,22,$57,nintendo,video games,nintendo switch eshop free to download & play game: ninjala,9834,29
29,mechfreak,"jun 17th, 2020 9:53 pm","august 30, 2020","jul 7th, 2020 6:36 pm",home & garden,14.99,8,up to $150,factory direct,outdoors & patio,gilmour pattern master impulse sprinkler on polymer sledbase,2915,-2
0,5abi,"jul 7th, 2020 11:53 am","december 31, 2020","jul 7th, 2020 5:55 pm",home & garden,$449,8,56,costco,outdoors & patio,sunbeam steel pyramid fire table $449,3795,4
1,trini_2_d_bone,"jul 3rd, 2020 1:32 pm","september 21, 2020","jul 7th, 2020 5:40 pm",home & garden,18.67,52,300$,home hardware,home services & repairs,black jack 17l maxx 200 asphalt filler/sealer,10158,17
2,thequestion,"jul 3rd, 2020 9:10 pm","july 7, 2020","jul 7th, 2020 5:10 pm",kids & babies,229.99,28,40$ off,staples,computers & electronics,"asus 27"" tn gaming monitor -$229",6790,-10
3,johnf100,"jul 7th, 2020 10:36 am","july 15, 2020","jul 7th, 2020 5:07 pm",small business,139.99,10,$45 off,123ink.ca,office supplies,moustache ergonomic adjustable office chair $139.99,3313,5
4,phoreoneone,"jul 4th, 2020 8:03 pm","june 25, 2020","jul 7th, 2020 4:47 pm",beauty & wellness,$0.32,7,_nan_,real canadian superstore,groceries,starbucks frappuccino mocha almond 405ml $1 & 1.42l premium ice coffee $4.98 after c51,3312,1
5,azndealfinder,"jul 7th, 2020 2:42 pm",_nan_,"jul 7th, 2020 4:11 pm",sports & fitness,$179,5,$70 off,home depot,men's clothing,"milwaukee m12 axis heated jacket kit $179, medium only ymmv",1320,0
6,steved54321,"jul 7th, 2020 11:54 am","july 12, 2020","jul 7th, 2020 3:23 pm",restaurants,15.99,10,15% off,amazon.ca,coffee & desserts,de'longhi double walled thermo espresso glasses - set of 2 $15.99 all time low,3053,1
7,alanbrenton,"jul 7th, 2020 11:53 am","july 24, 2020","jul 7th, 2020 3:20 pm",home & garden,$449,8,_nan_,altitude sports,travel,[aeroplan] big ymmv - buy miles and earn a mystery bonus of up to 75%,1645,-2
8,sexyj,"jul 7th, 2020 11:06 am",_nan_,"jul 7th, 2020 3:08 pm",computers & electronics,_nan_,2,_nan_,amazon.ca,home theatre & audio,"åtta göra tws - touch control / ipx5 / usb-c charging wireless earbuds - $26.99 (no tax, after coupon)",1439,-1
9,lesoir,"jan 20th, 2020 7:02 pm","june 21, 2020","jul 7th, 2020 3:01 pm",home & garden,$89,134,$119.60,the bay,computers & electronics,get 6 months of siriusxm + a google nest hub for $89,54059,27
10,seanne,"jul 7th, 2020 3:00 pm","july 9, 2020","jul 7th, 2020 3:00 pm",computers & electronics,2,0,_nan_,visions electronics,peripherals & accessories,monster mobile single usb wall charger - black and silver $2 single $3 dual,1079,5
11,thatdealguy,"jul 4th, 2020 6:13 pm","august 16, 2020","jul 7th, 2020 2:47 pm",restaurants,$7.99,96,$27.00,costco,other,hand sanitizers in stock 2 for $9.99 (980ml x 2),29983,37
12,dangod,"jun 22nd, 2020 9:54 pm","june 24, 2020","jul 7th, 2020 2:46 pm",beauty & wellness,449,42,150$,the source,computers & electronics,anda seat dark wizard premium gaming chair - black - 150$ off - 449$,9445,-7
13,adjie,"jul 6th, 2020 7:51 pm","july 26, 2020","jul 7th, 2020 2:33 pm",restaurants,$287.99,6,50%,papa john's pizza,fast food,50% off monday to wednesday (ymmv),2586,-7
14,riftofchaos,"jun 29th, 2020 8:28 am","september 30, 2020","jul 7th, 2020 2:30 pm",computers & electronics,350,74,_nan_,sony online entertainment,video games,"psn plus free july games: nba 2k20, rise of tomb raider 20 year celebration and erica",18016,74
15,tomas8x,"jul 7th, 2020 12:25 pm","may 3, 2020","jul 7th, 2020 1:54 pm",computers & electronics,$129.99,4,23% off,amazon.ca,peripherals & accessories,"1tb a58 silicon power 3d nand 2.5"" internal solid state drive $129.99",1864,3
16,damians2012,"jul 3rd, 2020 10:24 pm","july 9, 2020","jul 7th, 2020 1:35 pm",computers & electronics,359.10,23,75%,visions electronics,televisions,"proscan 58"" 4k uhd smart tv 359.10$ in cart with ispu",6042,7
17,vovchyk,"jul 7th, 2020 1:18 pm","june 23, 2020","jul 7th, 2020 1:29 pm",home & garden,30$,2,"15%,20%",benjamin moore,home decor,"benjamin moore sale (maybe local)1-3 gallons -15%, 4 gallons or more - 20%",1075,-1
18,-kilo-,"jun 26th, 2020 5:41 pm","july 12, 2020","jul 7th, 2020 1:08 pm",home & garden,$74.50,85,$145,home depot,home improvement & tools,$74.50 ymmv - milwaukee m12 compact inflator kit,24204,22
19,426hemi,"jul 6th, 2020 1:12 pm","august 9, 2020","jul 7th, 2020 12:40 pm",home & garden,$67.99,26,_nan_,costco,appliances,chef’s choice hybrid 3-stage knife sharpener (model 270) $67.99,5446,4
20,canada_7,"jul 7th, 2020 11:40 am","july 8, 2020","jul 7th, 2020 12:23 pm",beauty & wellness,2.97,2,$11.00,walmart,groceries,boursin cheese $3.97 + checkout51 cashback ($1 back per flavour),723,2
21,idiotcanuck,"jun 29th, 2020 12:03 pm","july 7, 2020","jul 7th, 2020 12:18 pm",home & garden,18,6,$17.00,visions electronics,appliances,hauz 1.7 l stainless/glass electric kettle $18/$31 for 2 ispu,2522,4
22,elliott454850,"jul 6th, 2020 3:40 pm",_nan_,"jul 7th, 2020 12:05 pm",home & garden,68,14,23%,home depot,appliances,ridgid 11 litre (3 gal.) 3.5 peak hp portable wet dry vacuum $68,2911,3
23,whyami,"jul 6th, 2020 9:57 pm","september 8, 2020","jul 7th, 2020 12:01 pm",computers & electronics,24.98,13,17%,walmart,home theatre & audio,sony icfp26 portable am/fm radio $24.98,3428,5
24,immad01,"jul 6th, 2020 11:45 am","july 19, 2020","jul 7th, 2020 11:17 am",automotive,$79.99,3,20% off,princess auto,home & garden,weed eater 20v 3-in-1 cordless combo kit with battery for $79.99,1941,1
25,reefer123,"jul 7th, 2020 7:49 am",_nan_,"jul 7th, 2020 11:11 am",home & garden,_nan_,11,20% to 30%,walmart,sports & fitness,$66 cap flat bench,3385,7
26,squadg,"jun 23rd, 2020 10:50 am","june 21, 2020","jul 7th, 2020 11:06 am",home & garden,$79,21,$50 off,home depot,home improvement & tools,ridgid handheld vacuum $79 clearance,4005,-10
27,natexiao627,"jul 3rd, 2020 4:19 pm","september 25, 2020","jul 7th, 2020 11:05 am",automotive,5,17,_nan_,canadian tire,other,ultimate car wash $5 on friday (min 15l fuel required),7718,16
28,chun_man17,"jun 24th, 2020 4:22 pm",_nan_,"jul 7th, 2020 10:48 am",automotive,4.40,87,$200 off,lcbo,groceries,free charcuterie board with purchase of two packs of 6-tall can stella,34858,52
29,harold_callahan,"jul 7th, 2020 8:48 am","june 15, 2020","jul 7th, 2020 10:31 am",home & garden,$9.31,7,38% off,amazon.com,other,"genuine instant pot tempered glass lid, 9 in. (23 cm), 6 quart, clear | 38% off | $9.31",2037,-12
0,meetulp,"jul 7th, 2020 8:24 am",_nan_,"jul 7th, 2020 8:34 am",home & garden,109,2,50%,walmart,appliances,sun joe spx7000e 2-in-1 electric pressure washer | 1700-max psi | 1.45-gpm | built in wet/dry vacuum system $109,1183,2
1,typhooney,"jul 5th, 2020 12:10 pm","may 31, 2020","jul 7th, 2020 7:16 am",apparel,20.97,33,22,amazon.ca,men's apparel,fruit of the loom - loose fit boxers - 5 pack - $20.97,10104,1
2,forevergone,"jun 28th, 2020 12:30 am","july 2, 2020","jul 7th, 2020 7:14 am",computers & electronics,119.99,27,52% off,staples,cameras,canon 50mm f1.8 stm @ $119.99 (nifty fifty),8462,17
3,hiredmuscle,"jun 12th, 2020 1:03 am",_nan_,"jul 7th, 2020 6:01 am",home & garden,_nan_,159,20-22% off,amazon.ca,computers & electronics,eero mesh networking systems sale 20-22% off,30024,12
4,mr2828,"jun 11th, 2020 3:45 pm",_nan_,"jul 7th, 2020 4:05 am",home & garden,$89.99,53,$700 off,foot locker,apparel,ultraboost $125 or $112.50,22976,45
5,jdewit,"jun 30th, 2020 7:46 pm","december 31, 2020","jul 7th, 2020 1:53 am",automotive,69.99,29,$73 off,costco,groceries,costco liquor [alberta only] chardonnay $70/case,7457,24
6,deals46,"jun 17th, 2020 3:03 pm","june 15, 2020","jul 7th, 2020 1:09 am",entertainment,_nan_,16,_nan_,home depot,"books, music, movies, magazines",rent a movie for $0.99 or $1.49 ymmv,5128,22
7,blubbs,"jul 3rd, 2020 2:18 pm",_nan_,"jul 7th, 2020 12:43 am",computers & electronics,827.99,11,$400,samsung,cell phones,samsung galaxy s10 $827.99 from samsung with spc free trial,2821,-6
8,crackthedeal,"jul 6th, 2020 7:50 pm","june 29, 2020","jul 7th, 2020 12:31 am",restaurants,$1.99,7,90%,apple,computers & electronics,simcity 4: deluxe edition (pc or mac digital download) for $1.99,2513,13
9,nixxonexxo,"jul 6th, 2020 2:38 pm","july 12, 2020","jul 7th, 2020 12:26 am",restaurants,7x points,25,15$ off,tim hortons,coffee & desserts,hot! ymmv. earn 7x points per order with mobile app,3569,-18
10,blyndfyre,"jul 6th, 2020 3:18 pm","july 19, 2020","jul 6th, 2020 11:57 pm",restaurants,$4.99,20,$10 off,princess auto,automotive,rubber wheel chock ($4.99),4313,5
11,dragonrider,"jun 1st, 2020 7:39 am","july 31, 2020","jul 6th, 2020 11:52 pm",restaurants,269-329,36,< 50% o,american express,fast food,spend at least $10 at panago pizza and earn a $5 credit,6519,22
12,moondoggy,"jul 6th, 2020 2:47 pm","december 1, 2020","jul 6th, 2020 11:26 pm",restaurants,50%off,24,50%off,domino's pizza,restaurants,domino's monday 50% off pizza menu (gta/ymmv),4134,8
13,wilson881,"jul 6th, 2020 12:52 pm",_nan_,"jul 6th, 2020 11:23 pm",kids & babies,$34.92,8,_nan_,walmart,toys & games,pokemon sun & moon hidden fates restock!,3559,0
14,immad01,"jul 6th, 2020 11:14 pm","july 9, 2020","jul 6th, 2020 11:14 pm",home & garden,$21.49,0,50%,tsc stores,home improvement & tools,"milwaukee 2 pc. 7"" & 10"" torque lock™ curved jaw locking pliers set with grip for $21.49",1533,4
15,airartaura,"jul 5th, 2020 8:24 pm",_nan_,"jul 6th, 2020 10:35 pm",entertainment,$24.99,31,93%,perfectlens.ca,beauty & wellness,daily contacts for less,5534,6
16,bobsagget,"jul 1st, 2020 7:38 pm","july 5, 2020","jul 6th, 2020 9:41 pm",entertainment,$0.00,8,68% off,bose canada,computers & electronics,free unlimited usenet access until july 5th and $36 usd yearly subscription,3142,4
21,v1p3r69,"jun 30th, 2020 4:32 pm","june 30, 2020","jul 1st, 2020 11:31 am",sports & fitness,48.97,5,30%,mec,other,cdi torqcontrol 2-8 nm tool for bikes 48.97,1731,3
17,thecurse9,"jul 6th, 2020 9:28 pm","june 22, 2020","jul 6th, 2020 9:28 pm",entertainment,2.99,0,10%,apple,"books, music, movies, magazines",itunes: arrow films movie collection ($2.99 each),1178,3
18,thequestion,"jul 6th, 2020 9:23 am","july 7, 2020","jul 6th, 2020 9:13 pm",kids & babies,24.99,6,40$ off,steam,toys & games,mortal kombat - spawn action figure - $24.99,2614,12
19,tvaddicto,"jul 6th, 2020 9:26 am","july 9, 2020","jul 6th, 2020 9:13 pm",home & garden,39.99,19,70%,canadian tire,home improvement & tools,oscillating tool - mastercraft 2.2a corded multi-crafter - $39.99,3574,3
20,mussitate,"jul 6th, 2020 1:49 am","july 10, 2020","jul 6th, 2020 8:47 pm",automotive,58.42,28,_nan_,princess auto,auto parts & accessories,70mai dash cam lite 1080p | $54.04 + $4.38 shipping,3744,1
21,immad01,"jul 6th, 2020 2:20 pm","july 19, 2020","jul 6th, 2020 8:37 pm",home & garden,$49.99,19,$15.00,princess auto,home improvement & tools,800 lb hand truck for $49.99,4220,3
22,2riskit,"jul 6th, 2020 2:54 pm","october 13, 2020","jul 6th, 2020 8:35 pm",home & garden,$89.99,6,30$,princess auto,home improvement & tools,rust check® rust inhibitor $5.99 / b'laster lub $4.99,2372,3
23,rula of da world,"jul 6th, 2020 4:44 pm","july 12, 2020","jul 6th, 2020 8:28 pm",home & garden,399.99,6,14% off,buytopia.ca,entertainment,"scene members enjoy one free hour of gaming every day, until july 12",5599,10
24,number8888,"jul 6th, 2020 2:39 pm","july 6, 2020","jul 6th, 2020 8:02 pm",entertainment,59.99,6,45% off,costco,kids & babies,evenflo 4-in-1 high chair - $59.99 - online,3062,4
25,thriftshopper,"jul 5th, 2020 3:11 pm","september 8, 2020","jul 6th, 2020 7:27 pm",home & garden,_nan_,17,110,sport chek,sports & fitness,decathlon.ca - free shipping over $75,3210,5
26,cyndihuu,"jul 5th, 2020 7:05 pm",_nan_,"jul 6th, 2020 7:25 pm",sports & fitness,68,20,54% off,groupon canada,gyms & related services,54% off one-month unlimited gym membership [embody fitness],3755,-29
27,idiotcanuck,"may 23rd, 2020 12:26 pm","july 7, 2020","jul 6th, 2020 7:20 pm",automotive,79,42,150$,amazon.ca,auto parts & accessories,"awesafe 10 inch mirror dash cam hd front and rear dual cam, parking monitor and night vision $79 w/prime 1 day delivery",12517,4
28,rawrben,"jul 6th, 2020 11:18 am",_nan_,"jul 6th, 2020 7:10 pm",home & garden,88.99,10,36% off,amazon.ca,computers & electronics,"corsair hs70 pro wireless gaming headset, carbon - 88.99$ lowest price!",3354,1
29,rdodds,"jul 6th, 2020 5:36 pm","september 30, 2020","jul 6th, 2020 7:08 pm",financial services,125,1,$15,walmart,groceries,walmart $15 off online grocery orders of $75+ (targeted ymmv),1285,-1
0,immad01,"jul 6th, 2020 11:51 am","july 19, 2020","jul 6th, 2020 7:00 pm",home & garden,$39.99 us,4,$57,princess auto,home improvement & tools,"power fist 4 pc 7 in. snap ring plier set for $12.49, titan 5 pc mini plier set for $10, 3 pc adjustable wrench set $10",2009,6
1,denis220,"jul 6th, 2020 1:29 pm","july 13, 2020","jul 6th, 2020 6:17 pm",sports & fitness,58.11,8,10-25% off,sport chek,equipment,rossignol experience 77 skis & look xpress 11 bindings 2016/17 - $58.11,1770,2
2,vovchyk,"jul 3rd, 2020 10:06 pm","june 23, 2020","jul 6th, 2020 6:11 pm",automotive,30$,54,15$ off,costco,other,costco - sign up for autorenewal of your costco membership and get bbq grill scraper,14624,-7
3,jordanchang,"jul 1st, 2020 1:05 pm","september 21, 2020","jul 6th, 2020 5:01 pm",computers & electronics,$39.99,49,43%,amazon.ca,peripherals & accessories,logitech m720 triathlon mouse $39.99,14662,32
4,djpr,"jul 6th, 2020 11:48 am","june 22, 2020","jul 6th, 2020 4:31 pm",computers & electronics,$198,16,$5,ebay.ca,other,"ebay $5 coupon of purchase of $5.01 (targeted, ymmv)",2756,-7
5,gitgudsam,"jun 29th, 2020 2:10 pm","june 21, 2020","jul 6th, 2020 4:15 pm",computers & electronics,$19.99,43,50% off,amazon.ca,peripherals & accessories,logitech m330 silent plus wireless mouse - $19.99 (50% off),12237,27
6,hashim6,"apr 21st, 2020 7:01 pm","march 1, 2020","jul 6th, 2020 4:13 pm",home & garden,476.1,595,pm,home depot,outdoors & patio,"lawn mower toro 20340 - $476.10 (after pm, ymmv)",100927,39
7,jammer005,"jul 3rd, 2020 7:00 pm","july 17, 2020","jul 6th, 2020 3:59 pm",entertainment,$22.98,9,42% off,steam,computers & electronics,wemo mini smart plug $22.98 reg. $39.99 [warm] was previously $29.99,2605,-9
8,immad01,"jul 6th, 2020 2:11 pm","august 3, 2020","jul 6th, 2020 3:18 pm",automotive,$359.99,3,_nan_,princess auto,automotive,power fist 4 ton low-profile floor jack for $169.99,1156,7
9,chatbox,"jul 5th, 2020 8:12 pm",_nan_,"jul 6th, 2020 2:40 pm",computers & electronics,315.99,12,$350 off,costco,peripherals & accessories,xpg sx8200 pro 2tb 3d nand nvme gen3x4 pcie m.2 2280 solid state drive r/w 3500/3000mb/s ssd - $315.99,2820,-5
10,coopercold,"jun 21st, 2020 11:48 am",_nan_,"jul 6th, 2020 1:45 pm",home & garden,5.97,15,_nan_,amazon.ca,other,"pine-sol disinfectant cleaner (kills 99.9% bacteria/virus, use as directed) 1.41 l - $2.13 / $1.90 s&s + f/s w/o prime",5202,19
11,penguinopenguini,"jun 11th, 2020 1:57 pm","july 31, 2020","jul 6th, 2020 1:38 pm",financial services,free,1,$41.00,spccard.ca,computers & electronics,free spc membership until july 31st,2401,9
12,bubak,"may 6th, 2020 6:00 pm","july 1, 2020","jul 6th, 2020 1:37 pm",computers & electronics,1504.50,16,15 off,lenovo canada,cell phones,speakout $125 for $100 is back,5688,5
13,immad01,"jul 6th, 2020 11:55 am","july 19, 2020","jul 6th, 2020 1:21 pm",home & garden,$1.10,1,_nan_,princess auto,home improvement & tools,14 pc power nut driver bit set for $3.99 or 10 pc belt clip #2 square power driver bits for $7.99,1361,5
14,curiosity,"jul 4th, 2020 11:53 am",_nan_,"jul 6th, 2020 1:15 pm",automotive,$4,16,_nan_,dollarama,home & garden,jack nicklaus wine chller $39 / bottle cooler $29 | $4.00 each,9180,20
15,balladmonger,"jul 5th, 2020 7:49 pm",_nan_,"jul 6th, 2020 12:42 pm",home & garden,111,11,26%,amazon.ca,home improvement & tools,dewalt dce100b 20v max compact jobsite blower $111,4009,1
16,nibbsie,"jul 6th, 2020 6:39 am","july 2, 2020","jul 6th, 2020 12:21 pm",home & garden,_nan_,9,_nan_,best buy,computers & electronics,blue microphones- yeti blackout *pricematched* ymmv $119.99,3910,-1
17,apvm,"jun 25th, 2020 9:18 pm","july 9, 2020","jul 6th, 2020 12:08 pm",sports & fitness,$129.99,10,250,best buy,computers & electronics,seagate expansion 6tb usb 3.0 desktop external hard drive $129.99,3232,-8
18,hesp,"jul 6th, 2020 11:52 am","july 9, 2020","jul 6th, 2020 11:52 am",sports & fitness,999.99,0,22% off,london drugs,equipment,ld: flaman inspire ic1 spin bike - $1000,709,0
19,phoebus2013,"jul 4th, 2020 3:13 pm",_nan_,"jul 6th, 2020 11:37 am",home & garden,$359.10,27,$91 off,microsoft store,computers & electronics,razer core x thunderbolt 3 external graphics enclosure,11138,6
